codice_articolo;kg;data_ordine;data_etichetta;giorni;Unnamed: 6
PF0079070/30XFL;143;26/09/2024;08/11/2024;43;
PF0079070/30XFL;150;03/10/2024;14/11/2024;42;
PF0079070/30XFL;100;08/11/2024;14/11/2024;6;
PF0079070/30XFL;150;26/09/2024;19/11/2024;54;
PF0079070/30XFL;150;26/09/2024;20/11/2024;55;
PF0079070/30XFL;40;14/11/2024;21/11/2024;7;
PF0079070/30XFL;20;18/11/2024;21/11/2024;3;
PF0079070/30XFL;40;14/11/2024;22/11/2024;8;
PF0079070/30XFL;80;08/11/2024;26/11/2024;18;
PF0079070/30XFL;100;20/11/2024;27/11/2024;7;
PF0079070/30XFL;150;03/10/2024;28/11/2024;56;
PF0079070/30XFL;40;20/11/2024;28/11/2024;8;
PF0079070/30XFL;60;20/11/2024;03/12/2024;13;
PF0079070/30XFL;50;20/11/2024;04/12/2024;14;
PF0079070/30XFL;150;20/11/2024;05/12/2024;15;
PF0079070/30XFL;60;25/11/2024;05/12/2024;10;
PF0079070/30XFL;60;02/12/2024;05/12/2024;3;
PF0079070/30XFL;40;03/12/2024;05/12/2024;2;
PF0079070/30XFL;80;20/11/2024;09/12/2024;19;
PF0079070/30XFL;40;03/12/2024;10/12/2024;7;
PF0079070/30XFL;40;03/12/2024;10/12/2024;7;
PF0079070/30XFL;100;26/09/2024;11/12/2024;76;
PF0079070/30XFL;100;26/09/2024;11/12/2024;76;
PF0079070/30XFL;100;04/12/2024;11/12/2024;7;
PF0079070/30XFL;100;26/09/2024;12/12/2024;77;
PF0079070/30XFL;100;26/09/2024;12/12/2024;77;
PF0079070/30XFL;150;26/09/2024;12/12/2024;77;
PF0079070/30XFL;40;10/12/2024;13/12/2024;3;
PF0079070/30XFL;150;26/09/2024;17/12/2024;82;
PF0079070/30XFL;150;26/09/2024;18/12/2024;83;
PF0079070/30XFL;40;04/12/2024;18/12/2024;14;
PF0079070/30XFL;80;10/12/2024;18/12/2024;8;
PF0079070/30XFL;150;26/09/2024;19/12/2024;84;
PF0079070/30XFL;150;26/09/2024;19/12/2024;84;
PF0079070/30XFL;150;26/09/2024;19/12/2024;84;
PF0079070/30XFL;150;26/09/2024;04/01/2025;100;
PF0079070/30XFL;150;26/09/2024;08/01/2025;104;
PF0079070/30XFL;150;26/09/2024;08/01/2025;104;
PF0079070/30XFL;150;26/09/2024;09/01/2025;105;
PF0079070/30XFL;150;26/09/2024;09/01/2025;105;
PF0079070/30XFL;150;26/09/2024;09/01/2025;105;
PF0079070/30XFL;150;26/09/2024;09/01/2025;105;
PF0079070/30XFL;150;26/09/2024;09/01/2025;105;
PF0079070/30XFL;80;04/12/2024;09/01/2025;36;
PF0079070/30XFL;100;30/12/2024;09/01/2025;10;
PF0079070/30XFL;141;30/12/2024;09/01/2025;10;
PF0079070/30XFL;100;26/09/2024;15/01/2025;111;
PF0079070/30XFL;100;30/12/2024;15/01/2025;16;
PF0079070/30XFL;100;30/12/2024;15/01/2025;16;
PF0079070/30XFL;141;26/09/2024;16/01/2025;112;
PF0079070/30XFL;150;26/09/2024;16/01/2025;112;
PF0079070/30XFL;150;26/09/2024;16/01/2025;112;
PF0079070/30XFL;100;15/01/2025;22/01/2025;7;
PF0079070/30XFL;140;15/01/2025;22/01/2025;7;
PF0079070/30XFL;100;15/01/2025;23/01/2025;8;
PF0079070/30XFL;80;15/01/2025;27/01/2025;12;
PF0079070/30XFL;80;15/01/2025;30/01/2025;15;
PF0079070/30XFL;40;06/02/2025;07/02/2025;1;
PF0079070/30XFL;40;06/02/2025;07/02/2025;1;
PF0079070/30XFL;40;30/01/2025;13/02/2025;14;
PF0079070/30XFL;140;30/01/2025;13/02/2025;14;
PF0079070/30XFL;80;30/01/2025;14/02/2025;15;
PF0079070/30XFL;140;30/01/2025;14/02/2025;15;
PF0079070/30XFL;40;13/02/2025;18/02/2025;5;
PF0079070/30XFL;80;13/02/2025;18/02/2025;5;
PF0079070/30XFL;140;17/02/2025;19/02/2025;2;
PF0079070/30XFL;43;21/10/2024;26/02/2025;128;
PF0079070/30XFL;51;21/10/2024;27/02/2025;129;
PF0079070/30XFL;80;24/02/2025;27/02/2025;3;
PF0079070/30XFL;101;21/10/2024;06/03/2025;136;
PF0079070/30XFL;40;12/03/2025;19/03/2025;7;
PF0079070/30XFL;80;07/03/2025;20/03/2025;13;
PF0079070/30XFL;40;12/03/2025;20/03/2025;8;
PF0079070/30XFL;80;12/03/2025;20/03/2025;8;
PF0079070/30XFL;100;12/03/2025;20/03/2025;8;
PF0079070/30XFL;100;12/03/2025;21/03/2025;9;
PF0079070/30XFL;100;12/03/2025;26/03/2025;14;
PF0079070/30XFL;40;19/03/2025;27/03/2025;8;
PF0079070/30XFL;140;28/03/2025;01/04/2025;4;
PF0079070/30XFL;40;28/03/2025;02/04/2025;5;
PF0079070/30XFL;40;28/03/2025;02/04/2025;5;
PF0079070/30XFL;100;28/03/2025;02/04/2025;5;
PF0079070/30XFL;140;12/03/2025;04/04/2025;23;
PF0079070/30XFL;100;28/03/2025;04/04/2025;7;
PF0079070/30XFL;140;03/04/2025;04/04/2025;1;
PF0079070/30XFL;140;03/04/2025;04/04/2025;1;
PF0079070/30XFL;140;03/04/2025;07/04/2025;4;
PF0079070/30XFL;150;03/04/2025;07/04/2025;4;
PF0079070/30XFL;140;04/04/2025;07/04/2025;3;
PF0079070/30XFL;140;04/04/2025;09/04/2025;5;
PF0079070/30XFL;40;12/03/2025;10/04/2025;29;
PF0079070/30XFL;40;04/04/2025;10/04/2025;6;
PF0079070/30XFL;80;04/04/2025;10/04/2025;6;
PF0079070/30XFL;80;10/04/2025;16/04/2025;6;
PF0079070/30XFL;80;10/04/2025;16/04/2025;6;
PF0079070/30XFL;80;14/04/2025;22/04/2025;8;
PF0079070/30XFL;150;10/04/2025;23/04/2025;13;
PF0079070/30XFL;140;03/03/2025;30/04/2025;58;
PF0079070/30XFL;80;14/04/2025;30/04/2025;16;
PF0079070/30XFL;50;10/04/2025;06/05/2025;26;
PF0079070/30XFL;100;30/04/2025;06/05/2025;6;
PF0079070/30XFL;40;28/04/2025;07/05/2025;9;
PF0079070/30XFL;40;28/04/2025;07/05/2025;9;
PF0079070/30XFL;140;30/04/2025;07/05/2025;7;
PF0079070/30XFL;40;28/04/2025;08/05/2025;10;
PF0079070/30XFL;40;30/04/2025;14/05/2025;14;
PF0079070/30XFL;140;30/04/2025;14/05/2025;14;
PF0079070/30XFL;150;30/04/2025;14/05/2025;14;
PF0079070/30XFL;100;29/04/2025;15/05/2025;16;
PF0079070/30XFL;40;30/04/2025;15/05/2025;15;
PF0079070/30XFL;140;30/04/2025;15/05/2025;15;
PF0079070/30XFL;100;13/05/2025;15/05/2025;2;
PF0079070/30XFL;100;13/05/2025;16/05/2025;3;
PF0079070/30XFL;40;05/05/2025;20/05/2025;15;
PF0079070/30XFL;40;13/05/2025;20/05/2025;7;
PF0079070/30XFL;40;13/05/2025;20/05/2025;7;
PF0079070/30XFL;100;13/05/2025;20/05/2025;7;
PF0079070/30XFL;140;13/05/2025;20/05/2025;7;
PF0079070/30XFL;40;30/04/2025;21/05/2025;21;
PF0079070/30XFL;50;30/04/2025;22/05/2025;22;
PF0079070/30XFL;140;13/05/2025;22/05/2025;9;
PF0079070/30XFL;150;29/04/2025;27/05/2025;28;
PF0079070/30XFL;150;29/04/2025;27/05/2025;28;
PF0079070/30XFL;40;22/05/2025;28/05/2025;6;
PF0079070/30XFL;140;22/05/2025;28/05/2025;6;
PF0079070/30XFL;100;23/05/2025;28/05/2025;5;
PF0079070/30XFL;150;23/05/2025;28/05/2025;5;
PF0079070/30XFL;150;23/05/2025;28/05/2025;5;
PF0079070/30XFL;150;23/05/2025;28/05/2025;5;
PF0079070/30XFL;150;23/05/2025;28/05/2025;5;
PF0079070/30XFL;150;23/05/2025;29/05/2025;6;
PF0079070/30XFL;40;23/05/2025;30/05/2025;7;
PF0079070/30XFL;40;23/05/2025;30/05/2025;7;
PF0079070/30XFL;140;23/05/2025;04/06/2025;12;
PF0079070/30XFL;150;23/05/2025;04/06/2025;12;
PF0079070/30XFL;45;03/06/2025;05/06/2025;2;
PF0079070/30XFL;40;04/06/2025;06/06/2025;2;
PF0079070/30XFL;150;04/06/2025;10/06/2025;6;
PF0079070/30XFL;140;04/06/2025;11/06/2025;7;
PF0079070/30XFL;150;04/06/2025;11/06/2025;7;
PF0079070/30XFL;150;04/06/2025;11/06/2025;7;
PF0079070/30XFL;140;04/06/2025;12/06/2025;8;
PF0079070/30XFL;150;04/06/2025;12/06/2025;8;
PF0079070/30XFL;150;04/06/2025;12/06/2025;8;
PF0079070/30XFL;150;04/06/2025;12/06/2025;8;
PF0079070/30XFL;150;04/06/2025;12/06/2025;8;
PF0079070/30XFL;40;09/06/2025;16/06/2025;7;
PF0079070/30XFL;100;11/06/2025;17/06/2025;6;
PF0079070/30XFL;100;11/06/2025;17/06/2025;6;
PF0079070/30XFL;100;11/06/2025;18/06/2025;7;
PF0079070/30XFL;40;16/06/2025;18/06/2025;2;
PF0079070/30XFL;140;16/06/2025;18/06/2025;2;
PF0079070/30XFL;140;16/06/2025;18/06/2025;2;
PF0079070/30XFL;140;16/06/2025;18/06/2025;2;
PF0079070/30XFL;80;16/06/2025;19/06/2025;3;
PF0079070/30XFL;40;18/06/2025;23/06/2025;5;
PF0079070/30XFL;140;19/06/2025;23/06/2025;4;
PF0079070/30XFL;40;18/06/2025;24/06/2025;6;
PF0079070/30XFL;140;18/06/2025;24/06/2025;6;
PF0079070/30XFL;40;18/06/2025;25/06/2025;7;
PF0079070/30XFL;40;23/06/2025;25/06/2025;2;
PF0079070/30XFL;140;23/06/2025;25/06/2025;2;
PF0079070/30XFL;40;23/06/2025;26/06/2025;3;
PF0079070/30XFL;40;23/06/2025;26/06/2025;3;
PF0079070/30XFL;140;23/06/2025;26/06/2025;3;
PF0079070/30XFL;40;23/06/2025;02/07/2025;9;
PF0079070/30XFL;40;23/06/2025;02/07/2025;9;
PF0079070/30XFL;40;26/06/2025;02/07/2025;6;
PF0079070/30XFL;20;27/06/2025;02/07/2025;5;
PF0079070/30XFL;40;27/06/2025;02/07/2025;5;
PF0079070/30XFL;40;27/06/2025;02/07/2025;5;
PF0079070/30XFL;140;30/06/2025;03/07/2025;3;
PF0079070/30XFL;140;30/06/2025;08/07/2025;8;
PF0079070/30XFL;40;02/07/2025;09/07/2025;7;
PF0079070/30XFL;140;02/07/2025;10/07/2025;8;
PF0079070/30XFL;140;02/07/2025;10/07/2025;8;
PF0079070/30XFL;140;02/07/2025;10/07/2025;8;
PF0079070/30XFL;100;16/07/2025;21/07/2025;5;
PF0079070/30XFL;40;16/07/2025;22/07/2025;6;
PF0079070/30XFL;100;16/07/2025;22/07/2025;6;
PF0079070/30XFL;100;16/07/2025;23/07/2025;7;
PF0079070/30XFL;140;21/07/2025;23/07/2025;2;
PF0079070/30XFL;140;21/07/2025;24/07/2025;3;
PF0037070/30XFL;150;12/01/2023;26/01/2023;14;
PF0037070/30XFL;64;05/07/2023;14/07/2023;9;
PF0037070/30XFL;45;10/10/2023;17/10/2023;7;
PF0037070/30XFL;136;08/02/2024;12/02/2024;4;
PF0037070/30XFL;25;13/06/2024;21/06/2024;8;
PF0037070/30XFL;23;08/10/2024;11/10/2024;3;
PF0039070/30XFL;140;25/11/2024;16/12/2024;21;
PF0039070/30XFL;140;25/11/2024;16/12/2024;21;
PF0039070/30XFL;140;14/05/2025;20/05/2025;6;
PF0079070/30XGY;150;04/07/2023;10/07/2023;6;
PF0079070/30XGY;80;04/07/2023;11/07/2023;7;
PF0079070/30XGY;150;04/07/2023;11/07/2023;7;
PF0079070/30XGY;150;04/07/2023;11/07/2023;7;
PF0079070/30XGY;80;05/07/2023;11/07/2023;6;
PF0079070/30XGY;100;04/07/2023;12/07/2023;8;
PF0079070/30XGY;40;06/07/2023;13/07/2023;7;
PF0079070/30XGY;140;10/07/2023;13/07/2023;3;
PF0670070/30XGY;40;20/07/2023;27/07/2023;7;
PF0670070/30XGY;40;20/07/2023;27/07/2023;7;
PF0079070/30XGY;150;18/10/2023;24/10/2023;6;
PF0079070/30XGY;150;18/10/2023;24/10/2023;6;
PF0079070/30XGY;150;18/10/2023;25/10/2023;7;
PF0079070/30XGY;140;18/10/2023;26/10/2023;8;
PF0670070/30XGY;45;25/10/2023;30/10/2023;5;
PF0670070/30XGY;45;25/10/2023;07/11/2023;13;
PF0670070/30XGY;50;25/10/2023;07/11/2023;13;
PF0079070/30XGY;150;18/10/2023;08/11/2023;21;
PF0079070/30XGY;150;18/10/2023;09/11/2023;22;
PF0079070/30XGY;150;18/10/2023;10/11/2023;23;
PF0079070/30XGY;150;18/10/2023;14/11/2023;27;
PF0079070/30XGY;150;18/10/2023;20/11/2023;33;
PF0079070/30XGY;150;18/10/2023;23/11/2023;36;
PF0079070/30XGY;150;18/10/2023;23/11/2023;36;
PF0079070/30XGY;100;18/10/2023;30/11/2023;43;
PF0079070/30XGY;150;18/10/2023;06/12/2023;49;
PF0079070/30XGY;150;18/10/2023;12/12/2023;55;
PF0079070/30XGY;150;18/10/2023;13/12/2023;56;
PF0079070/30XGY;150;12/12/2023;13/12/2023;1;
PF0079070/30XGY;150;12/12/2023;13/12/2023;1;
PF0079070/30XGY;85;18/10/2023;14/12/2023;57;
PF0079070/30XGY;80;12/12/2023;14/12/2023;2;
PF0079070/30XGY;150;12/12/2023;14/12/2023;2;
PF0079070/30XGY;150;12/12/2023;14/12/2023;2;
PF0079070/30XGY;150;13/12/2023;14/12/2023;1;
PF0079070/30XGY;150;12/12/2023;15/12/2023;3;
PF0079070/30XGY;150;12/12/2023;15/12/2023;3;
PF0079070/30XGY;150;12/12/2023;15/12/2023;3;
PF0079070/30XGY;150;12/12/2023;15/12/2023;3;
PF0079070/30XGY;150;12/12/2023;18/12/2023;6;
PF0079070/30XGY;150;12/12/2023;19/12/2023;7;
PF0079070/30XGY;150;12/12/2023;19/12/2023;7;
PF0079070/30XGY;80;12/12/2023;20/12/2023;8;
PF0079070/30XGY;150;12/12/2023;20/12/2023;8;
PF0079070/30XGY;150;12/12/2023;20/12/2023;8;
PF0079070/30XGY;150;12/12/2023;20/12/2023;8;
PF0079070/30XGY;150;12/12/2023;20/12/2023;8;
PF0079070/30XGY;150;08/01/2024;10/01/2024;2;
PF0079070/30XGY;150;08/01/2024;10/01/2024;2;
PF0079070/30XGY;150;08/01/2024;11/01/2024;3;
PF0079070/30XGY;150;08/01/2024;11/01/2024;3;
PF0670070/30XGY;40;11/01/2024;12/01/2024;1;
PF0670070/30XGY;100;11/01/2024;22/01/2024;11;
PF0670070/30XGY;20;11/01/2024;23/01/2024;12;
PF0670070/30XGY;20;11/01/2024;23/01/2024;12;
PF0670070/30XGY;100;18/01/2024;26/01/2024;8;
PF0079070/30XGY;80;24/01/2024;26/01/2024;2;
PF0670070/30XGY;20;11/01/2024;29/01/2024;18;
PF0670070/30XGY;50;11/01/2024;29/01/2024;18;
PF0670070/30XGY;25,8999996185303;06/02/2024;08/02/2024;2;
PF0670070/30XGY;102,139999389648;06/02/2024;09/02/2024;3;
PF0037070/30XP6;75;29/11/2023;01/12/2023;2;
PF0807070/30XP6;100;22/02/2024;23/02/2024;1;
PF0807070/30XP6;200;04/04/2024;05/04/2024;1;
PF0807070/30XP6;100;14/06/2024;17/06/2024;3;
PF0807070/30XP6;200;13/06/2024;03/07/2024;20;
PF0807070/30XP6;500;09/09/2024;17/09/2024;8;
PF0037070/30XP6;240;29/10/2024;31/10/2024;2;
PF0807070/30XP6;400;19/12/2024;08/01/2025;20;
PF0037070/30XP6;240;15/01/2025;20/01/2025;5;
PF0670070/30XRF;20;20/04/2023;17/05/2023;27;
PF0670070/30XRF;40;04/05/2023;17/05/2023;13;
PF0670070/30XRF;20;15/05/2023;25/05/2023;10;
PFD588070/30XRF;20;26/02/2024;01/03/2024;4;
PFD588070/30XRF;20;26/02/2024;01/03/2024;4;
PFD588070/30XRF;20;26/02/2024;01/03/2024;4;
PF0079070/30XRF;140;29/03/2024;04/04/2024;6;
PF0079070/30XRF;100;29/03/2024;05/04/2024;7;
PF0079070/30XRF;100;03/04/2024;10/04/2024;7;
PF0079070/30XRF;140;04/04/2024;10/04/2024;6;
PF0079070/30XRF;140;04/04/2024;10/04/2024;6;
PF0079070/30XRF;140;04/04/2024;11/04/2024;7;
PF0079070/30XRF;100;04/04/2024;16/04/2024;12;
PF0079070/30XRF;100;04/04/2024;16/04/2024;12;
PF0079070/30XRF;140;04/04/2024;17/04/2024;13;
PF0079070/30XRF;140;04/04/2024;17/04/2024;13;
PF0079070/30XRF;150;04/04/2024;17/04/2024;13;
PF0079070/30XRF;140;10/04/2024;17/04/2024;7;
PF0079070/30XRF;140;04/04/2024;18/04/2024;14;
PF0079070/30XRF;140;04/04/2024;18/04/2024;14;
PF0079070/30XRF;140;04/04/2024;18/04/2024;14;
PF0079070/30XRF;100;09/04/2024;18/04/2024;9;
PF0079070/30XRF;140;10/04/2024;18/04/2024;8;
PF0079070/30XRF;140;10/04/2024;19/04/2024;9;
PF0079070/30XRF;140;16/04/2024;23/04/2024;7;
PF0079070/30XRF;140;16/04/2024;23/04/2024;7;
PF0079070/30XRF;40;16/04/2024;24/04/2024;8;
PF0079070/30XRF;103;16/04/2024;24/04/2024;8;
PF0079070/30XRF;100;16/04/2024;26/04/2024;10;
PF0079070/30XRF;100;16/04/2024;30/04/2024;14;
PF0079070/30XRF;140;16/04/2024;30/04/2024;14;
PF0079070/30XRF;140;16/04/2024;30/04/2024;14;
PF0079070/30XRF;100;16/04/2024;02/05/2024;16;
PF0079070/30XRF;140;16/04/2024;02/05/2024;16;
PF0079070/30XRF;140;16/04/2024;02/05/2024;16;
PF0079070/30XRF;140;16/04/2024;02/05/2024;16;
PF0079070/30XRF;140;16/04/2024;02/05/2024;16;
PF0079070/30XRF;45;22/04/2024;02/05/2024;10;
PF0079070/30XRF;100;12/04/2024;07/05/2024;25;
PF0079070/30XRF;140;16/04/2024;07/05/2024;21;
PF0079070/30XRF;140;29/04/2024;07/05/2024;8;
PF0079070/30XRF;140;29/04/2024;07/05/2024;8;
PF0079070/30XRF;140;29/04/2024;08/05/2024;9;
PF0079070/30XRF;50;04/04/2024;09/05/2024;35;
PF0079070/30XRF;100;16/04/2024;09/05/2024;23;
PF0079070/30XRF;100;16/04/2024;09/05/2024;23;
PF0079070/30XRF;140;16/04/2024;09/05/2024;23;
PF0079070/30XRF;140;29/04/2024;09/05/2024;10;
PF0079070/30XRF;140;29/04/2024;09/05/2024;10;
PF0079070/30XRF;140;29/04/2024;09/05/2024;10;
PF0079070/30XRF;140;29/04/2024;09/05/2024;10;
PF0079070/30XRF;140;07/05/2024;09/05/2024;2;
PF0079070/30XRF;100;29/04/2024;14/05/2024;15;
PF0079070/30XRF;40;07/05/2024;14/05/2024;7;
PF0079070/30XRF;140;29/04/2024;15/05/2024;16;
PF0079070/30XRF;40;07/05/2024;15/05/2024;8;
PF0079070/30XRF;140;07/05/2024;15/05/2024;8;
PF0079070/30XRF;140;07/05/2024;15/05/2024;8;
PF0079070/30XRF;109;22/04/2024;16/05/2024;24;
PF0079070/30XRF;140;07/05/2024;16/05/2024;9;
PF0079070/30XRF;100;16/04/2024;17/05/2024;31;
PF0079070/30XRF;100;07/05/2024;17/05/2024;10;
PF0079070/30XRF;140;07/05/2024;17/05/2024;10;
PF0079070/30XRF;140;07/05/2024;17/05/2024;10;
PF0079070/30XRF;140;07/05/2024;17/05/2024;10;
PF0079070/30XRF;40;07/05/2024;23/05/2024;16;
PF0079070/30XRF;100;07/05/2024;23/05/2024;16;
PF0079070/30XRF;140;07/05/2024;25/05/2024;18;
PF0079070/30XRF;140;07/05/2024;25/05/2024;18;
PF0079070/30XRF;140;07/05/2024;27/05/2024;20;
PF0079070/30XRF;140;07/05/2024;28/05/2024;21;
PF0079070/30XRF;100;29/04/2024;30/05/2024;31;
PF0079070/30XRF;40;10/05/2024;06/06/2024;27;
PF0079070/30XRF;140;05/01/2023;12/01/2023;7;
PF0079070/30XRF;140;05/01/2023;12/01/2023;7;
PF0079070/30XRF;140;05/01/2023;12/01/2023;7;
PF0079070/30XRF;100;05/01/2023;19/01/2023;14;
PF0079070/30XRF;140;05/01/2023;19/01/2023;14;
PF0079070/30XRF;140;05/01/2023;19/01/2023;14;
PF0079070/30XRF;140;05/01/2023;20/01/2023;15;
PF0079070/30XRF;50;24/01/2023;02/02/2023;9;
PF0079070/30XRF;40;08/02/2023;09/02/2023;1;
PF0079070/30XRF;40;08/02/2023;09/02/2023;1;
PF0079070/30XRF;150;08/02/2023;09/02/2023;1;
PF0079070/30XRF;80;10/02/2023;17/02/2023;7;
PF0079070/30XRF;150;21/02/2023;22/02/2023;1;
PF0079070/30XRF;150;21/02/2023;23/02/2023;2;
PF0079070/30XRF;150;01/03/2023;03/03/2023;2;
PF0079070/30XRF;80;01/03/2023;08/03/2023;7;
PF0079070/30XRF;150;01/03/2023;08/03/2023;7;
PF0079070/30XRF;150;01/03/2023;09/03/2023;8;
PF0079070/30XRF;80;03/03/2023;14/03/2023;11;
PF0079070/30XRF;150;10/03/2023;14/03/2023;4;
PF0079070/30XRF;150;10/03/2023;14/03/2023;4;
PF0079070/30XRF;150;10/03/2023;15/03/2023;5;
PF0079070/30XRF;150;10/03/2023;15/03/2023;5;
PF0079070/30XRF;150;10/03/2023;15/03/2023;5;
PF0079070/30XRF;40;14/03/2023;16/03/2023;2;
PF0079070/30XRF;150;14/03/2023;16/03/2023;2;
PF0079070/30XRF;80;14/03/2023;17/03/2023;3;
PF0079070/30XRF;150;27/03/2023;29/03/2023;2;
PF0079070/30XRF;80;24/03/2023;30/03/2023;6;
PF0079070/30XRF;40;27/03/2023;30/03/2023;3;
PF0079070/30XRF;80;27/03/2023;30/03/2023;3;
PF0079070/30XRF;80;27/03/2023;30/03/2023;3;
PF0079070/30XRF;150;27/03/2023;30/03/2023;3;
PF0079070/30XRF;80;27/03/2023;04/04/2023;8;
PF0079070/30XRF;150;27/03/2023;05/04/2023;9;
PF0079070/30XRF;80;11/04/2023;13/04/2023;2;
PF0079070/30XRF;80;11/04/2023;13/04/2023;2;
PF0079070/30XRF;150;11/04/2023;13/04/2023;2;
PF0079070/30XRF;80;11/04/2023;14/04/2023;3;
PF0079070/30XRF;80;11/04/2023;18/04/2023;7;
PF0079070/30XRF;80;11/04/2023;18/04/2023;7;
PF0079070/30XRF;150;18/04/2023;21/04/2023;3;
PF0079070/30XRF;40;03/05/2023;08/05/2023;5;
PF0079070/30XRF;80;03/05/2023;09/05/2023;6;
PF0079070/30XRF;150;03/05/2023;09/05/2023;6;
PF0079070/30XRF;150;03/05/2023;09/05/2023;6;
PF0079070/30XRF;150;03/05/2023;10/05/2023;7;
PF0079070/30XRF;80;03/05/2023;11/05/2023;8;
PF0079070/30XRF;80;03/05/2023;11/05/2023;8;
PF0079070/30XRF;80;03/05/2023;11/05/2023;8;
PF0079070/30XRF;150;03/05/2023;11/05/2023;8;
PF0079070/30XRF;150;08/05/2023;11/05/2023;3;
PF0079070/30XRF;80;15/05/2023;17/05/2023;2;
PF0079070/30XRF;150;15/05/2023;17/05/2023;2;
PF0079070/30XRF;140;15/05/2023;18/05/2023;3;
PF0079070/30XRF;140;15/05/2023;18/05/2023;3;
PF0079070/30XRF;140;15/05/2023;18/05/2023;3;
PF0079070/30XRF;40;15/05/2023;19/05/2023;4;
PF0079070/30XRF;40;17/05/2023;23/05/2023;6;
PF0079070/30XRF;80;17/05/2023;23/05/2023;6;
PF0079070/30XRF;150;17/05/2023;24/05/2023;7;
PF0079070/30XRF;80;22/05/2023;25/05/2023;3;
PF0079070/30XRF;80;22/05/2023;25/05/2023;3;
PF0079070/30XRF;150;22/05/2023;25/05/2023;3;
PF0079070/30XRF;150;15/05/2023;29/05/2023;14;
PF0079070/30XRF;150;22/05/2023;29/05/2023;7;
PF0079070/30XRF;140;15/05/2023;30/05/2023;15;
PF0079070/30XRF;140;15/05/2023;30/05/2023;15;
PF0079070/30XRF;80;17/05/2023;30/05/2023;13;
PF0079070/30XRF;150;17/05/2023;30/05/2023;13;
PF0079070/30XRF;150;17/05/2023;31/05/2023;14;
PF0079070/30XRF;50;15/05/2023;07/06/2023;23;
PF0079070/30XRF;140;05/06/2023;08/06/2023;3;
PF0079070/30XRF;150;13/06/2023;14/06/2023;1;
PF0079070/30XRF;40;13/06/2023;15/06/2023;2;
PF0079070/30XRF;40;13/06/2023;15/06/2023;2;
PF0079070/30XRF;80;13/06/2023;15/06/2023;2;
PF0079070/30XRF;124;13/06/2023;15/06/2023;2;
PF0079070/30XRF;140;13/06/2023;15/06/2023;2;
PF0079070/30XRF;140;13/06/2023;15/06/2023;2;
PF0079070/30XRF;140;13/06/2023;16/06/2023;3;
PF0079070/30XRF;40;13/06/2023;19/06/2023;6;
PF0079070/30XRF;40;13/06/2023;19/06/2023;6;
PF0079070/30XRF;40;20/06/2023;22/06/2023;2;
PF0079070/30XRF;150;20/06/2023;22/06/2023;2;
PF0079070/30XRF;150;20/06/2023;22/06/2023;2;
PF0079070/30XRF;150;20/06/2023;22/06/2023;2;
PF0079070/30XRF;40;20/06/2023;26/06/2023;6;
PF0079070/30XRF;40;20/06/2023;27/06/2023;7;
PF0079070/30XRF;140;20/06/2023;27/06/2023;7;
PF0079070/30XRF;50;20/06/2023;28/06/2023;8;
PF0079070/30XRF;150;26/06/2023;28/06/2023;2;
PF0079070/30XRF;40;26/06/2023;29/06/2023;3;
PF0079070/30XRF;140;27/06/2023;29/06/2023;2;
PF0079070/30XRF;40;26/06/2023;05/07/2023;9;
PF0079070/30XRF;150;26/02/2024;29/02/2024;3;
PF0079070/30XRF;150;26/02/2024;29/02/2024;3;
PF0079070/30XRF;80;19/02/2024;04/03/2024;14;
PF0079070/30XRF;100;12/03/2024;20/03/2024;8;
PF0079070/30XRF;100;12/03/2024;20/03/2024;8;
PF0079070/30XRF;100;12/03/2024;20/03/2024;8;
PF0079070/30XRF;140;14/03/2024;20/03/2024;6;
PF0079070/30XRF;150;12/03/2024;21/03/2024;9;
PF0079070/30XRF;150;12/03/2024;21/03/2024;9;
PF0079070/30XRF;150;12/03/2024;21/03/2024;9;
PF0079070/30XRF;150;12/03/2024;21/03/2024;9;
PF0079070/30XRF;100;14/03/2024;21/03/2024;7;
PF0079070/30XRF;150;12/03/2024;22/03/2024;10;
PF0079070/30XRF;100;12/03/2024;27/03/2024;15;
PF0079070/30XRF;100;12/03/2024;28/03/2024;16;
PF0079070/30XRF;40;27/03/2024;04/04/2024;8;
PF0079070/30XRF;40;27/03/2024;04/04/2024;8;
PF0079070/30XRF;40;27/03/2024;04/04/2024;8;
PF0079070/30XRF;40;27/03/2024;09/04/2024;13;
PF0079070/30XRF;100;27/03/2024;12/04/2024;16;
PF0441070/30XRT;100;02/02/2024;09/02/2024;7;
PF0334070/40XEX;60;10/02/2023;20/02/2023;10;
PF0039070/40XEX;150;26/06/2023;30/06/2023;4;
PF0334070/40XEX;20;07/07/2023;12/07/2023;5;
PF0334070/40XEX;20;07/07/2023;13/07/2023;6;
PF0334070/40XEX;40;07/07/2023;13/07/2023;6;
PF0334070/40XEX;40;06/02/2024;12/02/2024;6;
PF0334070/40XEX;40;06/02/2024;12/02/2024;6;
PF0334070/40XEX;20;12/03/2024;15/03/2024;3;
PF0334070/40XEX;40;06/05/2024;23/05/2024;17;
PF0334070/40XEX;40;06/05/2024;23/05/2024;17;
PF0039070/40XEX;140;09/12/2024;13/12/2024;4;
PF0039070/40XEX;140;09/12/2024;17/12/2024;8;
PF0129070/40XFL;20;10/01/2023;16/01/2023;6;
PF0309070/40XFL;40;20/02/2023;27/02/2023;7;
